Content_ID,Content_Type,Title,Hindi_Title,Theatrical_Release_Year,Hoichoi_Live_Date,Hoichoi_Ending_Date,Season_Number,Total_Episodes,Duration_Total_or_Per_Ep,Genre,Sub_Genre,Age_Rating,Age_Rating_Descriptors,Available_on_hoichoi,Link,Cast,Director,Writer,Production_House,Synopsis_Long,Synopsis_Short,Trailer_Link,Languages,Brand_Name,Literature_Adapted,Primary_Mood,Narrative_Tone,Ending_Type,Binge_Score,Family_Element_Score,AI_Generated_Keywords,Monetization_Model,Release_Type,Is_Bangladeshi,Recommended_Titles,Promotional_Rights
HOI338,Movie,Shapath,N/A,2015,2017-11-08,2021-11-07,N/A,N/A,129 min,Action,Action,U/A 13+,Violence,No,N/A,"Tota Roy Choudhury, Sudip Mukherjee, Arindol Bagchi",Anup Kumar De,N/A,N/A,"When an MLA’s son Akash rapes a local woman, police officer Ranadeep makes it his life's mission to get the victim her justice. Watch the full movie on Hoichoi.","After an MLA’s son assaults a woman, officer Ranadeep vows justice. Watch on Hoichoi.",,Bengali,N/A,No,Drama,Neutral,Open,5,5,"action, nan",SVOD,Library,No,"Kabir, Boss, Sesh Kartabya, ACP Ranveer, Gangstar King",not more than 3 minutes (non-commercial promotion )
HOI339,Movie,Swabhoomi,N/A,2013,2017-11-08,2021-11-07,N/A,N/A,118 min,Drama,Drama,U/A 13+,Violence,No,N/A,"Jackie Shroff, Debashree Roy, Tapas Paul",Ujjal Chatterjee,N/A,N/A,The tale of a woman's journey as she searches for her missing husband during a civil war. How will she succeed? Watch the full movie on Hoichoi.,"Amid civil war, a woman searches for her missing husband. Will she succeed? Watch on Hoichoi.",,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",not more than 3 minutes (non-commercial promotion )
HOI340,Movie,Love In Rajasthan,N/A,2005,2017-11-08,2021-11-07,N/A,N/A,112 min,Romance,Romance,U/A 13+,"Sexual Content, Violence",No,N/A,"Jackie Shroff, Rajatava Dutta, Kharaj Mukherjee",Debraj Sinha,N/A,N/A,"Protha and Yuvraj meet on a trip and fall in love, but she is already engaged to marry someone else. Will their love survive? Watch the full movie on Hoichoi.","Protha and Yuvraj meet on a trip and fall in love, but she is already engaged. Will their love survive? Watch the full movie on Hoichoi.",,Bengali,N/A,No,Romantic,Sentimental,Happy,7,7,"romance, nan",SVOD,Library,No,"Silpi (2056), Nidhi Ram Sardar, Korapaak, Rang Milanti, Swapnajaal",not more than 3 minutes (non-commercial promotion )
HOI341,Movie,Aghat,N/A,2001,2017-11-07,2027-04-14,N/A,N/A,159 min,Drama,Drama,U/A 13+,"Violence, Foul Language, Sexual Content",Yes,N/A,"Prosenjit Chatterjee, Rituparna Sengupta, Subhashish Mukherjee",Anup Sengupta,N/A,N/A,"Aghat follows Subho, who loses his innocence after witnessing his mother’s brutal murder. Driven by rage, he avenges her death as a child—but the trauma transforms him into a hardened man. As his past haunts him, Subho battles with anger, guilt, and the search for redemption","Aghat follows Subho, who turns into a brute, after the murder of his mother which he avenged at a very young age.",,Bengali,N/A,No,Drama,Neutral,Tragic,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",not more than 3 minutes (non-commercial promotion )
HOI342,Movie,Bagh Bondi Khela,N/A,1975,2017-11-07,2026-12-31,N/A,N/A,127 min,Drama,Drama,U/A 7+,Appropriate for age 7 and above,Yes,N/A,"Uttam Kumar, Partha Mukherjee, Supriya Devi",Piyush Bose,N/A,Asima Mukherjee,"Rajesh struggles to accept his father’s corrupt ways and criminal past. But when his father unexpectedly stands by him in a time of need, Rajesh is torn between rejection and gratitude. Can he forgive the man he once condemned, or is the damage beyond repair? A gripping tale of family and morals.","Rajesh is not okay with his father’s illegal crimes. Will he stand by his father, when he decides to support Rajesh?",,Bengali,N/A,No,Drama,Neutral,Open,5,8,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",not more than 3 minutes (non-commercial promotion )
HOI343,Movie,Banku Babu,N/A,2014,2017-11-07,2026-12-31,N/A,N/A,144 min,Comedy,Comedy,U/A 7+,Appropriate for age 7 and above,Yes,N/A,"Saswata Chatterjee, Arjun Chakraborty, Laboni Sarkar",Anindya Bikash Dutta,N/A,Deepak Chandak and Sonika Singh Bhatti,"Banku Babu, a strict and dominating figure at home, rules over his family—until an accident causes him to lose his memory. As the household tastes freedom for the first time, chaos and comedy follow. But will the old Banku Babu return, or has everything changed for good?","Banku Babu dominates his entire household, till he meets with an accident which leads to amnesia. What happens next?",,Bengali,N/A,No,Lighthearted,Funny,Happy,7,8,"nan, comedy",SVOD,Library,No,"Abar Bibaho Obhijaan, Hoichoi Unlimited, Ajob Prem Ebong, Bibaho Diaries, Galpa Holeo Satyi (2066)",not more than 3 minutes (non-commercial promotion )
HOI344,Movie,Barood,N/A,2004,2017-11-07,2027-04-14,N/A,N/A,142 min,Action,Action,U/A 13+,Violence,Yes,N/A,"Mithun Chakraborty, Usha Sree, Rajatava Dutta, Shankar Chakraborty, Shubhendu Chattopadhyay",TLV Prasad,N/A,N/A,"An honest cop finds himself entangled with a web of corrupt politicians who try to manipulate the system for their gain. Refusing to give in, he takes a bold stand, turning the tables on those in power in a high-stakes battle against deceit and betrayal.",The film is about an honest cop who gets involved with a bunch of corrupt politicians and vows to stand up for justice.,,Bengali,N/A,No,Drama,Neutral,Open,5,5,"action, nan",SVOD,Library,No,"Kabir, Boss, Sesh Kartabya, ACP Ranveer, Gangstar King",not more than 3 minutes (non-commercial promotion )
HOI345,Movie,Boudi(Dot)Com,N/A,2015,2017-11-07,Perpetual,N/A,N/A,137 min,Drama,Drama,U/A 7+,Appropriate for age 7 and above,Yes,N/A,"Rachana Banerjee, Saswata Chatterjee, Kanchan Mullick",Raj Mukherjee,N/A,N/A,"This quirky film reimagines the legendary lives of the Pandavas with a comic twist, blending mythology with modern humour. As epic moments turn hilarious, familiar tales are retold with satire, surprises, and a fresh take on the timeless Mahabharata saga.","This movie draws inspiration from the lives of the Pandavas, with a comic twist in the time-accepted epic.",,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",N/A
HOI346,Movie,Bunohaansh,N/A,2014,2017-11-07,2026-11-06,N/A,N/A,142 min,Thriller,Thriller,U/A 16+,"Foul Language, Violence, Substance Use, Sexual Content",Yes,N/A,"Dev, Srabanti, Tnusree Chakraborty",Aniruddha Roy Chowdhury,N/A,N/A,"Amal, a quiet and simple man, dreams of breaking free from his routine life to chase hidden desires and temptations. As he steps out of his comfort zone, the journey tests his morals, courage, and longing for freedom. Will Amal dare to live the life he secretly desires?",Amal is a simple man who wishes to fly to the wilder side of life to meet his temptations. Will he fulfill his wish?,,Bengali,N/A,Yes,Classic,Reflective,Twist,8,3,"nan, thriller",SVOD,Library,No,"Hemanta, Yeti Obhijaan, Shubho Mahurat, Bisha Brikha, Ganadevata",not more than 3 minutes (non-commercial promotion )
HOI347,Movie,Debdoot,N/A,2005,2017-11-07,2027-04-14,N/A,N/A,151 min,Drama,Drama,U/A 7+,Appropriate for age 7 and above,Yes,N/A,"Mithun Chakraborty, Sreelekha Mitra, Rajeshwari Datta",TLV Prasad,N/A,N/A,"Debdoot, an honest truck driver, lives a simple life with his two younger brothers. When they fall into the trap of a deceitful businessman, he’s forced to rise against the odds. What follows is a tense battle where loyalty is tested and survival becomes the only goal.",Debdoot is an honest truck driver with two brothers who fall into a trap of a fraud businessman. Can he save them?,,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",not more than 3 minutes (non-commercial promotion )
HOI348,Movie,Dhanni Meye,N/A,1971,2017-11-07,2026-12-31,N/A,N/A,132 min,Comedy,Comedy,U,Suitable for all ages,Yes,N/A,"Uttam Kumar, Sabitri Chatterjee, Jaya Bachchan",Arabinda Mukhopadhyay,N/A,N/A,"At the Nangteshwar Shield tournament, Bogola and his teammates from the Sarbamangala Football Club face challenges not only on the field but also outside of it as the local club president strives to keep the ancestral shield in the family through hook or crook.","At Nangteshwar Shield, Bogola’s team battles rivals on field and a scheming club chief off it.",,Bengali,N/A,No,Lighthearted,Funny,Happy,7,8,"nan, comedy",SVOD,Library,No,"Abar Bibaho Obhijaan, Hoichoi Unlimited, Ajob Prem Ebong, Bibaho Diaries, Galpa Holeo Satyi (2066)",not more than 3 minutes (non-commercial promotion )
HOI349,Movie,Ebar Shabor,N/A,2015,2017-11-07,2026-11-06,N/A,N/A,125 min,Mystery,Mystery,U/A 16+,"Sexual Content, Substance use, Violence, Foul Language",Yes,N/A,"Saswata Chatterjee, Subhrajit Dutta, Swastika Mukherjee, Abir Chatterjee, Paayel Sarkar, Ritwick Chakraborty, Rahul Banerjee",Arindam Sil,N/A,N/A,"In the first instalment of the Goenda Shabor series, Detective Shabor Dasgupta investigates the mysterious murder of Mitali, a young woman plagued by her messy past. Shabor and his assistant, Nanda, encounter a string of Mitali's friends and family who all turn out to be suspects in her murder.","In the first Goenda Shabor film, Detective Shabor probes Mitali’s murder—her past and loved ones all turn suspect.",,Bengali,N/A,Yes,Classic,Reflective,Twist,8,8,"nan, detective, mystery",SVOD,Library,No,"Sonar Kella, Tirandaj Shabor, Chupi Chupi Ashey",not more than 3 minutes (non-commercial promotion )
HOI350,Movie,Ganesh Talkies,N/A,2013,2017-11-07,2023-11-06,N/A,N/A,132 min,Drama,Drama,U/A 13+,Foul Language,No,N/A,"Raima Sen, Chandan Roy Sanyal, Rajesh Sharma",Anjan Dutt,N/A,Reliance Entertainment,Anjan Dutta's directorial venture of a masala flick is about the clash of culture between Bengalis and Marwaris. Watch the full movie on Hoichoi.,Anjan Dutta’s masala tale of Bengali–Marwari culture clash. Watch on Hoichoi.,,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",not more than 3 minutes (non-commercial promotion )
HOI351,Movie,Game,N/A,2014,2017-11-07,2020-11-06,N/A,N/A,161 min,Action,Action,U/A 13+,"Violence, Foul Language",No,N/A,"Jeet, Subhashree Ganguly",Baba Yadav,N/A,Grassroot Entertainment Pvt. Ltd.,"A play-off between the good and the bad, this game finds its winner as it reaches the climax. Watch the full movie on Hoichoi.",A gripping face-off between good and evil—who wins at the climax? Watch on Hoichoi.,,Bengali,N/A,No,Drama,Neutral,Open,5,5,"action, nan",SVOD,Library,No,"Kabir, Boss, Sesh Kartabya, ACP Ranveer, Gangstar King",not more than 3 minutes (non-commercial promotion )
HOI352,Movie,Gogoler Kirti,N/A,2014,2017-11-07,2026-12-31,N/A,N/A,120 min,Drama,Drama,U/A 7+,Appropriate for age 7 and above,Yes,N/A,"Ahijit Ghosh, Indraneil Sengupta, Vikram Chatterjee",Pompy Ghosh Mukherjee,N/A,N/A,"When young Gogol arrives at a friend’s home for Durga Puja, he discovers a precious statuette has gone missing. With the help of Ashok, he dives into a mystery full of clues, suspicion, and festive chaos. Can the duo crack the case before the celebrations end? A thrilling Puja-time whodunit!","On arriving at a friend’s place for Durga Puja, Gogol finds a statuette is missing. Can Gogol solve the case?",,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama, mystery",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",not more than 3 minutes (non-commercial promotion )
HOI353,Movie,Kantatar,N/A,2005,2017-11-07,2021-11-07,N/A,N/A,127 min,Comedy,Comedy,U/A 13+,"Sexual Content, Foul Language, Violence",No,N/A,"Sreelekha Mitra, Sudip Mukherjee, Rudranil Ghosh",Bappaditya Bandopadhyay,N/A,Binay Prakash,"Set against the backdrop of border problems; the film focuses on immigrant Sudha, who has to survive in a foreign country. Watch the full movie on Hoichoi.","Against border tensions, immigrant Sudha struggles to survive abroad. Watch on Hoichoi.",,Bengali,N/A,No,Lighthearted,Funny,Happy,7,8,"nan, comedy",SVOD,Library,No,"Abar Bibaho Obhijaan, Hoichoi Unlimited, Ajob Prem Ebong, Bibaho Diaries, Galpa Holeo Satyi (2066)",not more than 3 minutes (non-commercial promotion )
HOI354,Movie,Half Serious,N/A,2013,2017-11-07,2026-12-31,N/A,N/A,122 min,Comedy,Comedy,U/A 7+,Appropriate for age 7 and above,Yes,N/A,"Roopa Ganguly, Silajit Majumder, Ridhima Ghosh",Utsav Mukherjee,N/A,HighDefinition Entertainment Pvt. Ltd.,"This satirical comedy takes a humorous yet hard-hitting look at gender inequality, domestic violence, and the everyday struggles women face. With wit and irony, it exposes deep-rooted societal norms while sparking thought and laughter in equal measure.","A funny take on issues like gender inequality and domestic violence, this is a film on various problems women face.",,Bengali,N/A,No,Feel-good,Funny,Happy,7,8,"nan, comedy",SVOD,Library,No,"Bibaho Obhijaan, Aami Aar Amar Girlfriends, Bye Bye Bangkok, Mahapurush O Kapurush, Basanta Bilap",not more than 3 minutes (non-commercial promotion )
HOI355,Movie,Mastermasai,N/A,2001,2017-11-07,2029-03-31,N/A,N/A,153 min,Drama,Drama,U/A 7+,Appropriate for age 7 and above,Yes,N/A,"Chiranjeet Chakraborty, Victor Banerjee, Indrani Haldar",Abhijit Sen,N/A,N/A,This is the story of teacher Subhamkar Chatterjee. He loves his students and his journey with them is what the film covers. Watch the full movie on Hoichoi.,The story of teacher Subhamkar Chatterjee and his journey with his beloved students. Watch on Hoichoi.,,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",not more than 3 minutes (non-commercial promotion )
HOI356,Movie,Meghe Dhaka Tara (2060),N/A,1960,2017-11-07,2026-12-31,N/A,N/A,118 min,Drama,Drama,U/A 13+,"Violence, Foul Language",Yes,N/A,"Supriya Devi, Anil Chatterjee, Gita Ghatak",Ritwik Ghatak,N/A,Ritwik Ghatak,"Neeta devotes her life to supporting her family, giving up her dreams, happiness, and even her health. Yet, her sacrifices go unnoticed, and her worth remains unacknowledged. A poignant story of silent strength, emotional neglect, and the quiet pain of being taken for granted.","Neeta sacrifices everything for her family, even her health, while her achievements are hardly recognised by them.",,Bengali,N/A,No,Drama,Neutral,Open,5,8,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",N/A
HOI357,Movie,Taan,N/A,2014,2017-11-07,2021-11-07,N/A,N/A,106 min,Drama,Drama,A 18+,Sexual Content,No,N/A,"Rituparna Sengupta, Debolina Dutta, Chandan Sen",Mukul Roy Chowdhury,N/A,"Surajit Hari, Subrata Das","A prostitution ring exposed in the Sunderbans, results in the kidnapping of a photographer. What happens next? Watch the full movie on Hoichoi.",A Sunderbans prostitution ring leads to a photographer’s kidnapping. What happens next? Watch on Hoichoi.,,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",not more than 3 minutes (non-commercial promotion )
HOI358,Movie,Cocktail,N/A,2014,2017-11-07,2021-11-07,N/A,N/A,121 min,Romance,Romance,A 18+,Alcohol,No,N/A,"Abhishek Chatterjee, Trambak, Rajatava Dutta",Swapan Saha,N/A,Jyoti Film Productions,"Kishaloy lies to his landlord - he is married, to get an apartment, not knowing that his dreamgirl could actually show up. Watch the full movie on Hoichoi.",Kishaloy lies about being married for an apartment—then his dream girl appears. Watch on Hoichoi.,,Bengali,N/A,No,Romantic,Sentimental,Happy,7,7,"romance, nan",SVOD,Library,No,"Silpi (2056), Nidhi Ram Sardar, Korapaak, Rang Milanti, Swapnajaal",not more than 3 minutes (non-commercial promotion )
HOI359,Movie,Mayer Dibbi,N/A,1998,2017-11-07,2021-11-07,N/A,N/A,134 min,Drama,Drama,U/A 7+,Appropriate for age 7 and above,No,N/A,"Chiranjeet Chakraborty, Rituparna Sengupta, Abhishek Chatterjee",Swapan Saha,N/A,Shibraj Films,"Ram is pitted against evils persisting in his family. While on a journey to fight them, will he emerge victorious? Watch the full movie on Hoichoi.",Ram battles the evils within his family—will he triumph? Watch on Hoichoi.,,Bengali,N/A,No,Drama,Neutral,Open,5,8,"nan, drama",FVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",not more than 3 minutes (non-commercial promotion )
HOI360,Movie,Jamai Baron,N/A,2005,2017-11-07,2021-11-07,N/A,N/A,144 min,Drama,Drama,U/A 13+,Violence,No,N/A,"Dulal Lahiri, Kharaj Mukherjee, Dipankar Dey",Arunava Mukherjee,N/A,N/A,What happens when a village boy grows up to become a boxing trainer settled in the city? Will he return again to his old life? Watch the full movie on Hoichoi.,A village boy becomes a city boxing trainer—will he return to his old life? Watch on Hoichoi.,,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",not more than 3 minutes (non-commercial promotion )
HOI361,Movie,Mon Churi,N/A,2015,2017-11-07,2026-12-31,N/A,N/A,122 min,Comedy,Comedy,U/A 7+,Appropriate for age 7 and above,Yes,N/A,"Saswata Chatterjee, Biswanath Basu, Kharaj Mukherjee",Premasish Dey,N/A,N/A,"Mon Churi unfolds in a one-of-a-kind school for thieves, where small-time crooks Kartik and Ganesh train in the art of stealing. Their world turns upside down when they befriend an ambitious young man aiming to become a minister. A comic caper full of mischief, madness, and unexpected turns.","Mon Churi is set in a special school for thieves where petty crooks, Kartik and Ganesh befriend an aspiring minister.",,Bengali,N/A,No,Lighthearted,Funny,Happy,7,8,"nan, comedy",SVOD,Library,No,"Abar Bibaho Obhijaan, Hoichoi Unlimited, Ajob Prem Ebong, Bibaho Diaries, Galpa Holeo Satyi (2066)",not more than 3 minutes (non-commercial promotion )
HOI362,Movie,Tor Nam,N/A,2012,2017-11-07,2021-11-07,N/A,N/A,151 min,Drama,Drama,U/A 13+,Violence,No,N/A,"Victor Banerjee, Sabyasachi Chakraborty, Tota Roy Choudhury",Jaya Sarkar,N/A,N/A,Raju and Swapna fall in love but are separated by the latter's parents. Will Raju succeed in winning Swapna's hand in marriage? Watch the full movie on Hoichoi.,"Raju and Swapna fall in love, but her parents intervene—will he win her hand? Watch on Hoichoi.",,Bengali,N/A,No,Drama,Neutral,Open,5,8,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",not more than 3 minutes (non-commercial promotion )
